#lum,time,frequency (#erg/hz*s,days,Ghz)
0.12E25,1.8,#5.9,#11fe
0.09e25,3.7,#5.9
0.10e25,6.0,#5.9
0.07e25,9.7,#5.9
0.10e25,15.0,#5.9
0.09e25,19.9,#5.9
.03E25,7,#22.0,#14j
.03E25,6.2,#5.5
.03e25,84.2,#5.9
.06e25,146,#7.4
312.96e25,88,#8.5,#10iuv
158.96e25,348,#8.5
31.60e25,15.1,#10icb
1.63e25,6.0,#5.9,#11by
0.48e25,8.1
1.53e25,49.1
0.40e25,43.1,#5.9,#12cg
0.58e25,65
0.48e25,103.0
0.40e25,159.8
0.40e25,215.6
0.91e25,4.6,#5.9,#12ht
0.72e25,18.5
